飞行速度,图片,研发单位,乘员,简介,最大航程,发动机,生产单位,发动机数量,大类,类型,产国,退役时间,空重,翼展,最大飞行速度,名称,_id,首飞时间,关注度,旋翼直径,机高,服役时间,最大起飞重量,气动布局,机长
亚音速,http://images.huanqiu.com/sarons/2014/01/ee336e443f5c66cacdeb4e93a39057d3.jpg,飞雅特,1人,"
飞雅特CR.32是意大利飞雅特于1930年代中期研制生产的一款双翼战斗机，又名“箭式”（Freccia）。CR.32以研发者克雷斯提诺·罗萨泰利（Caccia Rosatelli）的名字所命名，主要服役于参与西班牙内战的意大利空军军团、第二次世界大战初期的意大利皇家空军和少数外销至中华民国、奥地利、匈牙利、委内瑞拉和巴拉圭。CR.32被广泛用于西班牙内战中支援国民军，因为杰出的表现使它赢得不少声誉，并被认为是最优秀的双翼战斗机之一，但之后被更为先进的单翼机所取代，其机体设计以1939年的标准来说也已显得过时。西班牙还有取得CR.32的生产许可，持续使用至1953年才退役，自首次飞行算起，共被各个国家使用了20年。
",NULL,飞雅特 A30 RA-bis V12 ，每个 447 kW（600匹马力）,NULL,单发,飞行器,战斗机,意大利,1953年（西班牙空军）,1455千克,9.5米,360千米每小时,CR.32战斗机,{'$oid': '5cc930ab831b973d657f1011'},NULL,NULL,NULL,2.36米,NULL,1975千克,双翼,7.47米
亚音速,http://images.huanqiu.com/sarons/2014/01/346bca0434808edd9a451014d32761b3.jpg,NULL,2人,"
“萤火虫”式战斗机由费尔雷公司（Fairey）在“管鼻鹱”战斗机的基础上发展而来。“萤火虫”采用了新型的Youngman翼夹（Youngman flaps），机翼可以旋转90度后再向机身两边折拢。这种翼夹同样提高了机翼的强度和增大了翼面积，这使得“萤火虫”是一种坚固而易操纵的战斗机。

“萤火虫”式战斗机是一种多用战斗机，可以执行战斗、攻击、侦察、夜间战斗机和反潜等多种任务。“萤火虫”的使用者包括英国、加拿大、澳大利亚和荷兰。费尔雷公司一共交付了1623架“萤火虫”战斗机。
",2090千米,1× 劳斯莱斯格里芬 IIB液冷式V12发动机，1730马力（1290千瓦）,费尔雷航空股份有限公司,单发,飞行器,战斗机,英国,1956年,4432千克,13.57米,316千米每小时,萤火虫舰载战斗机（Fairey  Firefly）,{'$oid': '5cc930ab831b973d657f1012'},1941年12月22日,NULL,NULL,4.14米,1943年,NULL,NULL,11.46米
亚音速,http://images.huanqiu.com/sarons/2014/01/a6ddc1b7c22169f4c3b958aa19e2b121.jpg,英国哥士达公司,NULL,NULL,587千米,风冷式木星6型发动机,NULL,单发,飞行器,战斗机,英国,NULL,875千克,9.07米,250千米每小时,Gamecock“斗鸡”式战斗机,{'$oid': '5cc930ab831b973d657f1013'},1925年2月,NULL,NULL,2.94米,NULL,1297千克,双翼,5.99米
亚音速,http://images.huanqiu.com/sarons/2014/01/c830d4da84a2aa8adaf5662e5de21f2b.jpg,NULL,2人,"
流星与流星改是日本海军二战期间第1种舰载双重任务轰炸机，可以完成俯冲轰炸水平轰炸与鱼雷轰炸任务，流星生产工艺简单，零件数不到0战一半，主翼为倒鸥型，其双重襟翼与副翼襟翼联动以提升低速性能，这种舰载轰炸机性能非常高，速度快并具有战斗机的格斗性能，实战中这种飞机很难拦截，不过流星改的生产同样受东海地震影响而被破坏，出现的太晚，战争结束时连同流星与流星改只有只有很少数量，未能对战局起到影响。
",3038千米,1× 中岛NK9C誉12 18缸气冷星型发动机，1360千瓦（1825马力）,NULL,单发,飞行器,战斗机,日本,NULL,3810千克,14.4米,567千米每小时,B7A流星舰上攻击机,{'$oid': '5cc930ac831b973d657f1014'},NULL,NULL,NULL,4.07米,NULL,6500千克,平直翼,11.49米
亚音速,NULL,NULL,2人,"
布莱克本大鹏（Blackburn Roc）是英国皇家海军航空兵在二战初期装备的一种舰载战斗机。该机由布莱克本飞机有限公司（Blackburn Aircraft Ltd）设计和生产，名字则来源于阿拉伯神话中的巨鸟。

最初生产的“大鹏”是配有浮筒的水上战斗机，共制造了四架。当第一架飞机在试飞中坠毁后，剩下的三架飞机经过修改后顺利完成了试飞，但英国皇家海军很快放弃了水上战斗机的开发。最终所有的“大鹏”都被转用于教练任务或者担当拖靶飞机，并在1943年后完全退出了现役。
",980千米,一台Bristol Perseus XII 星形活塞式发动机，900匹马力（670千瓦）,布莱克本飞机有限公司（Blackburn Aircraft Ltd）,单发,飞行器,战斗机,英国,1943年,NULL,14.02米,315千米每小时,大鹏战斗机（Roc）,{'$oid': '5cc930ac831b973d657f1015'},1938年12月23日,NULL,NULL,3.68米,1939年4月,4000千克,后掠翼,10.85米
亚音速,http://images.huanqiu.com/sarons/2014/01/08a28a10d9148212586a7802c6a2a299.jpg,寇帝斯飞机,1人,"
CW-21是一架全铝合金制单翼轻型战斗机，外表和后来的F4U海盗式战斗机有点相似(祇是它采用水平翼而非倒海鸥翼)，但其设计理念和日军零式舰上战斗机却很接近，同样是以转弯格斗和优秀的爬升率见长而宁可乏略机身结构强度。
",1014千米,一台莱特旋风式R-1820-G5风冷式发动机(850匹马力),NULL,单发,飞行器,战斗机,美国,NULL,1534千克,10.66米,505千米每小时,CW-21战斗机,{'$oid': '5cc930ac831b973d657f1016'},1938年,NULL,NULL,2.48米,NULL,2041千克,平直翼,8.29米
亚音速,http://images.huanqiu.com/sarons/2014/01/412878138146ab7adcbc8ece04c6efa4.jpg,韦斯特兰公司,1人,NULL,2380千米,2台罗尔斯·罗伊斯隼(Merlin)式航空发动机,NULL,双发,飞行器,战斗机,英国,NULL,3768千克,21.3米,625千米每小时,苍穹(Westland Welkin)战斗机,{'$oid': '5cc930ac831b973d657f1017'},1942年11月1日,NULL,NULL,4.8米,NULL,5175千克,平直翼,12.67米
亚音速,http://images.huanqiu.com/sarons/2014/01/b7d2ad912a404eb1b09d0c3a14da43f2.jpg,Hawker公司,1人,NULL,435千米,1台劳斯莱斯Kestrel的四V12发动机，640马力（477千瓦）,NULL,单发,飞行器,战斗机,英国,NULL,1240千克,9.14米,360千米每小时,狂怒(Hawker Fury)战斗机,{'$oid': '5cc930ac831b973d657f1018'},1944年,NULL,NULL,3.1米,NULL,NULL,双翼,8.15米
亚音速,NULL,NULL,2人,"
无畏式战斗机（Defiant）是英国皇家空军于二战初期使用的一种战斗机。该机由普顿保罗飞机公司设计制造，英国飞行员替它取了“Daffy”的外号（愚笨、疯癫之意）。

无畏战斗机在不列颠之战曾有不俗表现。基于航空科技在二、三十年代发展迅速，当时英国皇家空军认为，多引擎和多炮塔设计的重型轰炸机的速度火力可以超过战斗机，并独自闯入敌方领空进行轰炸，如维克斯公司的威灵顿式轰炸机，但又担心其潜在最大对手德国空军，也运用此一战术，因此想出在战斗机上安装“动力炮塔”以为反制。无畏战斗机因此产生。布莱克本公司的大鹏式舰载战斗机亦是。
",748千米,1×劳斯莱斯 灰背隼III 型 (Merlin III) 十二缸液冷 V 型引擎，每个 1030 马力（780 千瓦）,普顿保罗飞机公司,单发,飞行器,战斗机,英国,1942年,2755千克,11.99米,489千米每小时,无畏式战斗机（Defiant）,{'$oid': '5cc930ac831b973d657f1019'},1937年8月11日,NULL,NULL,3.71米,1939年12月,3773千克,平直翼,10.77米
亚音速,http://images.huanqiu.com/sarons/2014/01/6f2a2afb940795b53de000a1321367a2.jpg,NULL,1人,NULL,965千米,1×劳斯莱斯梅林XX 液冷V-12，1185匹马力（883千瓦）,霍克飞机公司,单发,飞行器,战斗机,英国,NULL,2605千克,12.19米,334千米每小时,飓风战斗机（Hurricane),{'$oid': '5cc930ad831b973d657f101a'},1935年11月6日,NULL,NULL,4米,1937年,3950千克,平直翼,9.84米
亚音速,http://images.huanqiu.com/sarons/2014/01/6ea141ba8b8f00cf8314f56dbba55530.jpg,NULL,1人,NULL,NULL,1× 布里斯托尔-西德利奥菲斯 701-01 涡喷发动机,英国弗兰德公司(Folland),双发,飞行器,战斗机,英国,1979年,2175千克,6.75米,1120千米每小时,蚋式（Folland Gnat）教练/战斗机,{'$oid': '5cc930ad831b973d657f101b'},1955年7月18日,NULL,NULL,2.46米,1959年,5500千克,后掠翼,8.74米
亚音速,http://images.huanqiu.com/sarons/2014/01/74e36dee7e63e61ec7c94428b2cd40b1.jpg,NULL,1人,"
P-36战斗机是寇帝斯-莱特公司设计的一款战斗机，希望引起美国陆军航空队的注意以赢得生产合约。总计1095架P-36与鹰式75（Hawk 75）当中，超过2/3外销到其他国家，包括法国、挪威、荷兰与中国等。P-36同时也是P-40战斗机设计的基础。
",1040千米,一具惠普R-1830-13双黄蜂  空冷式发动机 ,寇帝斯飞机与发动机公司,单发,飞行器,战斗机,美国,NULL,2070千克,11.4米,480千米每小时,鹰-75战斗机,{'$oid': '5cc930ad831b973d657f101c'},NULL,NULL,NULL,3.7米,NULL,2700千克,平直翼,9.7米
亚音速,http://images.huanqiu.com/sarons/2014/01/da3f38a48545f721ec5006f58e32fab2.jpg,NULL,1人,NULL,1040千米,1× 布里斯托尔半人马座18 18缸双列星形发动机,霍克公司,单发,飞行器,战斗机,英国,1955年 (FAA)，1956年 (RCN)，1968年缅甸空军,4191千克,11.69米,740千米每小时,海怒战斗机（Hawker Sea Fury）,{'$oid': '5cc930ad831b973d657f101d'},1945年2月21日,NULL,NULL,4.84米,1945年10月 (FAA)，1947年 (RCN),6645千克,平直翼,10.56米
亚音速,http://images.huanqiu.com/sarons/2014/01/b428a0c7eda79b5287af995c54fae657.jpg,NULL,1人,NULL,4828千米,两台Rolls-Royce Merlin 130/131活塞发动机，功率 2*2070马力,NULL,双发,飞行器,战斗机,英国,1955年,7094千克,13.72米,760千米每小时,德哈维兰大黄蜂（Hornet）战斗机,{'$oid': '5cc930ae831b973d657f101e'},1944年7月28日,NULL,NULL,4.93米,1945年,9480千克,平直翼,11.48米
亚音速,http://images.huanqiu.com/sarons/2014/01/3ea9fa6064084e1b04b8d1685b76a18f.jpg,NULL,2人,"
布莱克本（Blackburn）B-24“贼鸥”（Skua）式战斗轰炸机是英国海军航空兵（FAA）在1940年代初期所使用的一种单发双座舰载飞机。该机系按照0.27/34要求设计，是英国海军航空兵所拥有的第一种全金属结构的单翼飞机。
",1300千米,1台布里斯托尔 “英仙座（Perseus）” XII 星型发动机 890 马力 (675 千瓦),NULL,单发,飞行器,战斗机,英国,约1941年,2490千克,14.1米,360千米每小时,B-24“贼鸥”（Skua）式战斗轰炸机,{'$oid': '5cc930ae831b973d657f101f'},1937年2月9日,NULL,NULL,4.3米,1938年11月,3730千克,平直翼,10.8米
亚音速,http://images.huanqiu.com/sarons/2014/01/fbd097d4c75c214193f76fd154be8062.jpg,NULL,1人,"
雅克-3型是由Yak-1发展而来的轻型截击机。诞生于库班大空战时期, 1942年底正式进入战斗第一线，1944年才大批装备部队，该机总生产了4848架。苏联在二战后期空优性能最高的战斗机，是唯一可以单挑德国Bf 109E/F的苏联战斗机。也是苏联第一种量产的喷射战斗机雅克-15(Yak-15)的母体。

本机一出现就战果惊人，二战期间，迎战三十架Bf 109，一共击落十五（一说二十四）架敌机而本队无一损失。使当时德国流传着“避免在五千米以下，和机首无油冷器的雅克战机交战”的劝谕，而新的机种主要擅长于高空拦截英美的重轰炸机，直到摸索了本机特性才敢正面交手。
",900千米,一台M105—CP—2型水冷发动机,雅克设计局,单发,飞行器,战斗机,苏/俄,NULL,2150千克,9.2米,655千米每小时,雅克-3战斗机,{'$oid': '5cc930ae831b973d657f1020'},1941年,NULL,NULL,2.4米,NULL,2650千克,平直翼,8.5米
亚音速,http://images.huanqiu.com/sarons/2014/01/966a4f1f2c4462ace956161951073f79.jpg,NULL,2人,NULL,1883千米,布里斯托尔“大力神”XI,布利斯托尔飞机公司,双发,飞行器,战斗机,英国,1960年,6832千克,17.63米,520千米每小时,英俊战士（Beaufighter）重型战斗机,{'$oid': '5cc930ae831b973d657f1021'},1939年7月17日,NULL,NULL,4.83米,1940年7月17日,9571千克,平直翼,12.6米
亚音速,http://images.huanqiu.com/sarons/2014/01/a47b5174f83666103e30631d07e62ef3.jpg,NULL,1人,"
“暴风式和台风式相同，低空性能相当的优异，不过由于外型的改善，暴风式的性能更加优越而且速度更快，因此成为拦截德军V-1飞弹的热门机种。根据统计，皇家空军在1944年里击落的1771枚V-1飞弹中，有638枚是暴风式Mk.V的杰作，这也是所有拦截V-1飞弹的机种里战绩最辉煌的，另外暴风式攻击以低空攻击方式的水上飞机、对地攻击机等更是得心应手，就连低空性能出众的Fw-190和部分Bf-109遇上暴风式也难以取胜。
",2462千米,1台“佩刀2”（SABREII）发动机,霍克公司,单发,飞行器,战斗机,英国,NULL,4195千克,12.49米,695千米每小时,暴风式(Tempest)战斗机,{'$oid': '5cc930ae831b973d657f1022'},1942年9月,NULL,NULL,4.9米,1944年,6190千克,平直翼,10.26米
亚音速,NULL,雅克福列夫设计局,1人,雅克-1型战斗机，原型机为I-26，并且被改良成雅克-3和雅克-9型，是苏联在二战初期最优秀的战斗机。该机从1939年5月由雅克列夫开始设计，1940年1月首架原型机完成，共生产了8700架。在苏德战争爆发后，一度成为苏联空军的中流砥柱，能与之相匹敌的是德国的Bf109F-4战机。,850千米,一台M-105R液冷V型十二汽缸发动机,雅克福列夫设计局,单发,飞行器,战斗机,苏/俄,NULL,2347千克,10米,600千米每小时,雅克-1战斗机,{'$oid': '5cc930ae831b973d657f1023'},1940 年 1 月 13 日,NULL,NULL,2.64米,1940年,2847千克,平直翼,8.48米
亚音速,http://images.huanqiu.com/sarons/2014/01/b28a6de998686b947956db8a0629c7ed.jpg,霍克公司,2人,NULL,NULL,NULL,NULL,NULL,飞行器,战斗机,英国,NULL,2630千克,12.34米,510千米每小时,莽汉战斗机（Hotspur）,{'$oid': '5cc930af831b973d657f1024'},1938年6月4日,NULL,NULL,4.22米,NULL,3470千克,平直翼,10.02米
亚音速,http://images.huanqiu.com/sarons/2014/01/80189294ad93f3c5dfd77ec4dc45dfd3.jpg,NULL,1人,NULL,485千米,1台Clerget 9B 9缸转子发动机，130马力（97千瓦）,索普威思航空公司,单发,飞行器,战斗机,英国,1920年1月,420千克,8.53米,185千米每小时,骆驼战斗机（Sopwith Camel）,{'$oid': '5cc930af831b973d657f1025'},1916年12月22日,NULL,NULL,2.59米,1917年6月,NULL,双翼,5.71米
亚音速,http://images.huanqiu.com/sarons/2014/01/d331ec849b93b8baac1b01fbb18ffcf7.jpg,NULL,2人,"
梅塞施密特Me 410昵称大黄蜂，在第二次世界大战期间是属于德国空军的一款重型战斗机与快速轰炸机，从1943年5月至1944年8月，共生产约1200架。

它的前身就是以灾难性的操控性闻名的Me 210战斗机。 虽然只是针对前型作一个简约的修改，但为了与失败的Me 210做个切割故改称为Me 410。
",1030千米,2台戴姆勒－朋驰 DB 603A 液冷式V12型发动机,梅塞施密特,双发,飞行器,战斗机,德国,1945年,6627千克,16.34米,624千米每小时,Me 410大黄蜂战斗机,{'$oid': '5cc930af831b973d657f1026'},1942年,NULL,NULL,3.7米,1943年,11244千克,平直翼,12.56米
亚音速,NULL,玻利卡尔波夫计局,1人,NULL,510千米,M25发动机,NULL,单发,飞行器,战斗机,苏/俄,NULL,1012千克,9.75米,367千米每小时,伊-15战斗机,{'$oid': '5cc930b0831b973d657f1027'},1932年,NULL,NULL,2.2米,1933年,1490千克,双翼,6.1米
亚音速,http://images.huanqiu.com/sarons/2014/01/587bbce87f26b89cbaaf68f546659232.jpg,NULL,1人,"
福克E．Ⅲ是德国东部的福克飞机厂于1913年开始研制，1914年5月试飞成功的福克E型战斗机是最成功的第三种改型，最大特点是安装有世界独创的“射击协调器”。产量占总产量的三分之二。它的问世使前射的枪弹第一次能够穿过前方螺旋桨的旋转面，使射击轴线能尽可能靠近机身中心线，从而大大提高了命中率。

著名的空战能手殷麦曼驾驶该机首次击落一架偷袭杜埃机场的英国轰炸机，这是军用机向争夺制空权迈出的头一步。之后，福克E.Ⅲ战斗机开始大量击落协约国的飞机，空战形势发生了有利于德国的呈一边倒的戏剧性变化。因被英军认为“残酷虐杀皇家飞机”而名声大噪。
",297千米,一台奥巴沃才尔空冷发动机,福克飞机厂,单发,飞行器,战斗机,德国,NULL,398千克,9.52米,134千米每小时,福克E．Ⅲ战斗机,{'$oid': '5cc930b0831b973d657f1028'},1914年05月 ,NULL,NULL,2.39米,NULL,608千克,平直翼,7.3米
亚音速,http://images.huanqiu.com/sarons/2014/01/afd744f23f5b17e365e1ca76c1ab1f4c.jpg,NULL,1人,NULL,1400千米,比亚齐PXI-R.C40风冷式发动机(986匹马力),雷贾那公司,单发,飞行器,战斗机,意大利,NULL,2839千克,11米,530千米每小时,Re.2000战斗机,{'$oid': '5cc930b0831b973d657f1029'},1939年5月24日,NULL,NULL,3.2米,NULL,4812千克,平直翼,7.99米
亚音速,NULL,NULL,2人,"
梅塞施密特 Bf 110（Messerschmitt Bf 110）是第二次世界大战纳粹德国空军使用的双引擎重型战斗机，德国空军总司令赫尔曼·戈林称其为“铁面”（eisenseiten）。

Bf 110在波兰战役、挪威战役与法国战役战役中均表现优秀，但在夺取英伦三岛制空权的不列颠空战中完全暴露出其敏捷性低劣的问题。

战争后期，Bf 110被改良成一款专职的夜间战斗机，成为夜战部队的主力。大战期间德军大部份的夜战部队都是以驾驶Bf 110为主，其中也包括夜间空战英雄海因茨·沃夫冈·葹瑙佛，他参予了164次空战并击落了121架敌机。
",775千米,两台DB 601F发动A,巴伐利亚飞机制造厂,双发,飞行器,战斗机,德国,1945年 ,5200千克,16.27米,560千米每小时,Bf 110铁面战斗机,{'$oid': '5cc930b0831b973d657f102a'},1936年3月12日,NULL,NULL,3.5米,1937年,6750千克,平直翼,12.65米
